LandSF,TotalFinishedArea,TotalAppraisedValue
4900.0,3684.0,151700.0
6250.0,3203.0,151300.0
12075.0,2858.0,132000.0
6820.0,3447.0,159400.0
8530.0,3661.5,154000.0
7200.0,1376.0,117000.0
11786.0,1509.3,41500.0
6250.0,3439.5,173600.0
5000.0,3300.0,209700.0
7500.0,3270.0,157900.0
6535.0,3821.0,109200.0
11280.0,903.0,144900.0
6000.0,3038.40001,173200.0
5000.0,2480.0,133200.0
5593.0,3666.0,192600.0
7390.0,4167.0,203800.0
5800.0,2508.0,126000.0
6550.0,3744.0,178800.0
