LandSF,TotalFinishedArea,TotalAppraisedValue
10210.0,3894.5,159400.0
5850.0,2329.5,152100.0
7095.0,1832.0,168700.0
6800.0,1773.62,162000.0
5406.0,2160.0,155200.0
35124.0,5911.0,390500.0
8450.0,8484.0,182800.0
16800.0,4307.25,500400.0
7500.0,1086.0,126400.0
5907.0,1392.0,130700.0
16100.0,16048.0,575500.0
8400.0,1644.0,133800.0
16100.0,16048.0,575500.0
6750.0,1051.0,125800.0
4575.0,1754.0,159700.0
5625.0,2289.5,142600.0
20375.0,12992.0,700000.0
7800.0,1690.5,158100.0
6700.0,2112.0,153700.0
8255.0,2726.0,192800.0
8250.0,3258.00001,252200.0
5020.0,3532.75,126603.0
6400.0,1116.5,114300.0
7500.0,2716.0,151500.0
7750.0,1560.0,127100.0
7680.0,1024.0,138000.0
5000.0,3461.0,162200.0
5000.0,2800.0,164500.0
7340.0,1598.8,116300.0
4040.0,3169.5,164100.0
10000.0,3581.5,158100.0
7470.0,3600.0,163300.0
7500.0,3326.40001,204700.0
7500.0,3450.0,180000.0
7627.0,1566.0,132100.0
5650.0,1433.60001,105700.0
8475.0,1120.0,148700.0
9500.0,1756.0,152700.0
8550.0,4136.0,256400.0
7575.0,1680.0,147900.0
9984.0,3940.0,178700.0
6750.0,2288.0,157000.0
6530.0,3433.0,147900.0
7840.0,1120.0,104900.0
5865.0,1106.0,141600.0
3850.0,1298.0,111800.0
8250.0,1746.0,132800.0
7000.0,2743.20001,191600.0
7000.0,2901.60001,227300.0
5500.0,2782.0,144100.0
5530.0,1620.0,135000.0
9275.0,1192.0,126900.0
9970.0,2184.75,258800.0
7135.0,2962.5,181200.0
8480.0,1248.0,125900.0
12900.0,16822.0,963100.0
6500.0,2246.40001,146400.0
10875.0,3117.5,178400.0
6000.0,1186.0,146400.0
7950.0,832.0,46800.0
4293.0,2415.20001,141600.0
9968.0,3737.5,185800.0
6930.0,2235.0,134000.0
6400.0,3386.0,145100.0
6350.0,3982.0,179800.0
5340.0,3822.0,151800.0
4680.0,2630.40001,146800.0
5075.0,1513.25,138900.0
8335.0,4027.5,176600.0
6400.0,2884.0,144000.0
7050.0,3588.0,192100.0
7503.0,13424.0,188364.0
15100.0,12480.0,994900.0
7700.0,1364.0,103000.0
8180.0,5535.0,66000.0
32748.0,5373.4,500000.0
7000.0,2990.0,192000.0
5500.0,1504.0,132600.0
5500.0,2852.0,80000.0
7500.0,3250.0,170000.0
5000.0,1008.00001,117000.0
9650.0,1188.0,111600.0
6290.0,1350.0,115300.0
30125.0,13595.0,750600.0
5000.0,3875.0,206400.0
8400.0,3573.0,100000.0
5050.0,1188.0,151400.0
7500.0,1555.0,107300.0
9600.0,5180.0,217900.0
13650.0,3104.0,321400.0
9320.0,3942.0,198700.0
7650.0,2463.0,200900.0
13460.0,2760.5,137300.0
9048.0,1634.0,151000.0
7500.0,4031.0,165000.0
7891.0,1566.0,132000.0
7500.0,1925.00001,176500.0
7570.0,5547.0,66000.0
10000.0,1875.0,108900.0
7250.0,3666.0,97600.0
9250.0,3540.0,192000.0
7500.0,3324.0,178700.0
5500.0,1607.0,148400.0
4400.0,3501.0,171300.0
11385.0,4866.0,246700.0
5710.0,965.0,122400.0
4995.0,982.5,101500.0
7800.0,1120.0,122500.0
7500.0,4116.0,66900.0
5450.0,4131.0,164900.0
4150.0,3372.0,122700.0
5800.0,2508.0,126000.0
7500.0,4050.0,186900.0
6585.0,3798.0,166100.0
7825.0,1344.0,121200.0
5043.0,3388.0,160900.0
7910.0,3393.0,61300.0
9500.0,1756.0,152700.0
12980.0,1930.0,166300.0
5025.0,2096.00001,107300.0
6630.0,2732.0,214300.0
9000.0,2042.40001,134000.0
9000.0,3798.5,201200.0
13460.0,2760.5,137300.0
5500.0,3241.5,142400.0
5500.0,2990.0,165100.0
7250.0,3666.0,97600.0
9500.0,3187.20001,175200.0
6370.0,1298.0,109000.0
6000.0,3899.00001,237700.0
38570.0,4765.0,475000.0
8250.0,2608.5,203000.0
2285.0,850.0,60500.0
11350.0,8960.9,625000.0
4835.0,3978.0,67900.0
8250.0,2400.00001,225900.0
6625.0,1008.00001,105200.0
33100.0,5052.0,475000.0
5900.0,3171.5,165600.0
7550.0,4190.75,250700.0
9835.0,1073.80001,116100.0
17400.0,1920.0,146600.0
7365.0,2985.5,150200.0
10000.0,4410.0,151700.0
12900.0,16822.0,963100.0
7350.0,1386.0,148100.0
5200.0,1256.0,97900.0
7670.0,3856.0,181300.0
30012.0,5040.0,172300.0
5900.0,1086.0,111700.0
11700.0,19340.0,830100.0
7500.0,3633.0,186000.0
11100.0,3932.0,277600.0
12570.0,2502.0,197200.0
6350.0,3369.0,171900.0
6318.0,1860.0,163200.0
6200.0,3230.40001,200700.0
8540.0,2484.0,186400.0
12000.0,4216.0,230800.0
16000.0,4290.0,508800.0
11592.0,3840.0,234100.0
4884.0,1441.60001,105900.0
10200.0,2082.0,155800.0
6250.0,1075.20001,115400.0
15350.0,3132.0,178200.0
39460.0,20031.0,647700.0
6665.0,3738.0,81500.0
3125.0,2835.0,73500.0
5450.0,3033.20001,183500.0
5030.0,2160.0,168200.0
10080.0,1244.0,122100.0
6150.0,3429.0,123800.0
8300.0,1200.0,120100.0
5000.0,3136.80001,137700.0
17750.0,2726.0,309200.0
10475.0,2552.0,175800.0
5000.0,1420.0,130500.0
7750.0,1576.0,151900.0
7614.0,4269.0,66000.0
5850.0,1096.0,121000.0
6250.0,1680.0,126600.0
7500.0,900.0,119000.0
5130.0,3575.0,167400.0
5500.0,1986.0,151500.0
5000.0,1776.0,132500.0
7375.0,3269.75,90600.0
6500.0,1859.0,140500.0
5600.0,3120.0,180600.0
7499.0,1584.0,128700.0
1960.0,1280.0,75900.0
33750.0,3594.0,405200.0
11250.0,4797.25,280000.0
7400.0,3666.0,156200.0
9500.0,1594.0,144500.0
8050.0,4542.25,294700.0
5000.0,2988.00001,156100.0
9380.0,1620.00001,131000.0
6380.0,4059.0,161100.0
6000.0,1096.0,99400.0
6100.0,1374.25,149300.0
5500.0,1608.0,125400.0
5500.0,2838.0,127000.0
6100.0,3815.0,213300.0
44431.0,4078.0,139000.0
10000.0,3137.5,193900.0
4420.0,2160.0,156500.0
7220.0,6601.0,66000.0
6370.0,1298.0,109000.0
8540.0,4339.0,382400.0
3125.0,1048.0,109400.0
8620.0,1568.0,139800.0
6223.0,3681.75,271900.0
6650.0,948.0,129400.0
7800.0,1984.20001,144300.0
5000.0,2609.75,169900.0
5450.0,3477.0,202100.0
5000.0,3600.0,37100.0
7250.0,2760.0,174400.0
3700.0,1680.0,112500.0
8514.0,1469.55001,148000.0
4570.0,1780.0,119200.0
7675.0,3150.0,165600.0
16100.0,16048.0,575500.0
7300.0,3726.0,145500.0
24240.0,5226.5,443500.0
12000.0,4765.75,323200.0
6150.0,3404.0,177800.0
3125.0,1048.0,109400.0
7250.0,1152.0,145400.0
7956.0,900.0,117000.0
9000.0,1075.20001,117100.0
14505.0,1881.12,96400.0
5500.0,1902.0,171900.0
6960.0,3348.0,195500.0
32395.0,18897.0,744900.0
5625.0,2289.5,142600.0
16100.0,16048.0,575500.0
7500.0,1218.0,107400.0
8540.0,2690.0,191100.0
6023.0,3660.0,197400.0
7575.0,3726.0,145600.0
6000.0,3666.0,151600.0
11871.0,3666.0,166100.0
8645.0,1248.00001,115900.0
7500.0,4116.0,177000.0
8400.0,2034.0,166000.0
33750.0,3594.0,405200.0
5145.0,2112.0,118900.0
6300.0,2150.0,190500.0
5500.0,1487.0,143100.0
13600.0,4114.0,475300.0
9990.0,3777.5,376600.0
7175.0,1273.0,116200.0
8950.0,3752.0,161000.0
5960.0,3235.20001,182900.0
7151.0,1470.0,140500.0
7500.0,3354.0,167100.0
8550.0,1512.0,139000.0
7296.0,2654.0,205100.0
7525.0,5883.25,197300.0
9170.0,3391.5,152200.0
7050.0,3311.0,169500.0
6285.0,2370.0,156400.0
6400.0,1780.0,160800.0
9650.0,2941.20001,202800.0
6750.0,4162.0,90600.0
6540.0,1843.20001,171600.0
14400.0,3089.60001,365100.0
7750.0,2857.5,191700.0
7705.0,7980.31,270700.0
8720.0,3535.0,204200.0
4910.0,1008.00001,114700.0
12625.0,4642.0,277700.0
7500.0,4050.0,186900.0
15325.0,5152.0,242100.0
7775.0,1152.0,124500.0
6000.0,1285.20001,116500.0
6575.0,1008.00001,96800.0
5500.0,1248.0,162600.0
7500.0,3633.0,186000.0
7200.0,1376.0,117000.0
8750.0,4767.5,201700.0
7500.0,3880.25,172100.0
8368.0,3494.25,160700.0
7500.0,3354.0,180700.0
2035.0,750.0,76200.0
6840.0,2985.5,135100.0
3640.0,1408.0,118600.0
6250.0,1046.0,124900.0
6000.0,2802.5,155900.0
6000.0,3666.0,159600.0
14088.0,2160.00001,180700.0
6000.0,1290.6,126100.0
4555.0,3525.0,56200.0
8050.0,2390.0,175300.0
9000.0,4042.5,209200.0
6175.0,1260.0,102100.0
5000.0,1776.0,158500.0
5000.0,2160.0,140300.0
8400.0,2034.0,166000.0
6250.0,1486.0,127300.0
7840.0,1200.0,135500.0
8540.0,3208.28,199100.0
5400.0,3197.0,157600.0
15753.0,4954.00001,247000.0
7830.0,3558.5,167200.0
7400.0,3666.0,156200.0
5100.0,1335.0,109600.0
10080.0,1244.0,122100.0
47550.0,2123.0,414700.0
7089.0,1710.0,159700.0
4825.0,3861.0,168200.0
6250.0,4080.0,193700.0
5500.0,1250.5,156100.0
7650.0,1139.0,78800.0
4847.0,2160.0,60400.0
9104.0,12771.0,750000.0
4810.0,4944.0,208500.0
19175.0,5982.5,261900.0
4892.0,1056.0,147300.0
10570.0,4165.0,212500.0
4140.0,2031.00001,129400.0
9766.0,2392.0,152900.0
7500.0,3916.0,165802.0
17556.0,4265.75,482800.0
8165.0,1883.0,115300.0
5890.0,1760.0,135600.0
8800.0,3927.0,195600.0
25072.0,14873.0,711700.0
5000.0,3050.0,152700.0
5000.0,4080.0,172200.0
7750.0,1406.0,142400.0
9782.0,4248.0,324700.0
6000.0,1290.6,126100.0
8850.0,3398.0,150500.0
15350.0,2464.0,157200.0
7365.0,1764.00001,135100.0
7050.0,3900.0,140200.0
22000.0,11720.0,214300.0
5425.0,3410.0,170600.0
6350.0,3982.0,179800.0
5000.0,2208.0,134800.0
6355.0,1344.0,104700.0
4890.0,2870.40001,153700.0
7000.0,4608.0,189000.0
8800.0,1450.0,124100.0
5000.0,3461.0,162200.0
8025.0,1277.5,114200.0
6255.0,3348.0,142300.0
6090.0,1440.0,90900.0
6950.0,4200.0,221800.0
6445.0,3117.5,190400.0
3700.0,1680.0,112500.0
11700.0,2027.5,204100.0
6125.0,2700.0,155700.0
7940.0,3517.25,146400.0
7500.0,3826.25,150300.0
11700.0,1344.0,141400.0
7755.0,4032.0,152500.0
9790.0,1467.0,123500.0
11715.0,1050.00001,107600.0
7470.0,3600.0,163300.0
6250.0,1368.0,114800.0
10890.0,3696.5,309800.0
6000.0,1260.0,124300.0
11360.0,1882.0,137900.0
6250.0,3464.00001,182200.0
7500.0,2949.60001,115000.0
7000.0,3600.0,115500.0
7250.0,2429.0,192500.0
11250.0,2906.0,232300.0
7860.0,1363.0,144800.0
9700.0,3477.5,209500.0
7000.0,3249.40001,153900.0
7000.0,2142.0,157800.0
8840.0,1666.0,123700.0
3928.0,3948.0,153000.0
5000.0,672.0,82000.0
7200.0,3699.0,216100.0
10000.0,1330.5,137000.0
5450.0,4125.0,172200.0
5000.0,1080.0,142300.0
25520.0,36764.0,1607200.0
5650.0,936.0,134500.0
7500.0,900.0,91400.0
8250.0,3968.75,142000.0
5000.0,2445.0,86100.0
7964.0,2091.40001,176000.0
5050.0,1256.0,136700.0
7151.0,1470.0,140500.0
7675.0,1176.0,151100.0
6865.0,3796.5,179200.0
7200.0,4320.0,181600.0
12345.0,1376.0,131500.0
13720.0,5210.75,491000.0
5000.0,2988.00001,156100.0
7750.0,2595.0,204300.0
6860.0,1392.0,128100.0
7332.0,4075.5,261800.0
9000.0,1090.0,142600.0
5000.0,899.0,99300.0
6300.0,930.0,118400.0
6640.0,4194.0,178500.0
22043.0,3160.0,480400.0
6000.0,5926.0,220400.0
5500.0,1248.0,135800.0
7100.0,1192.0,136900.0
6050.0,1164.0,123900.0
8456.0,1392.0,130900.0
24048.0,4250.38,629300.0
5850.0,1760.0,161100.0
9950.0,2784.0,189800.0
7520.0,1050.00001,101700.0
12148.0,1747.20001,140000.0
5264.0,3573.0,153700.0
5400.0,1560.0,147400.0
6325.0,2770.60002,178300.0
7950.0,2396.0,197500.0
7600.0,4212.0,134400.0
7200.0,4023.0,133200.0
6250.0,2800.0,179600.0
7200.0,3429.0,147100.0
8738.0,5670.0,295900.0
7740.0,1365.0,116800.0
7450.0,2930.40001,197800.0
4680.0,3996.0,145800.0
6500.0,1284.0,161900.0
7445.0,1717.0,172400.0
7750.0,1472.0,138900.0
7390.0,4167.0,203800.0
11400.0,1688.0,135000.0
8840.0,1544.0,154600.0
5750.0,3715.25,208400.0
15008.0,11360.0,1125300.0
16800.0,2225.80002,318800.0
6500.0,3762.0,220900.0
6000.0,3052.40001,189900.0
7500.0,2875.0,170800.0
4150.0,3735.0,125100.0
5670.0,3886.0,222500.0
10080.0,1092.0,97400.0
11690.0,4135.0,211400.0
10090.0,5354.0,381600.0
7025.0,1580.0,163400.0
7200.0,4320.0,181600.0
6000.0,3918.0,152200.0
6750.0,2370.0,165000.0
5000.0,4080.0,172200.0
31650.0,1825.0,226300.0
8450.0,8484.0,182800.0
8680.0,3582.0,229000.0
6500.0,1050.00001,117700.0
6300.0,2150.0,190500.0
5960.0,3355.0,162100.0
2035.0,750.0,76200.0
8234.0,2530.0,159300.0
5500.0,1814.0,192600.0
3800.0,3162.5,162200.0
3930.0,3222.0,136900.0
7800.0,900.0,107400.0
4685.0,1815.0,145200.0
7100.0,1056.0,114600.0
6738.0,1350.0,85300.0
7650.0,1139.0,78800.0
5800.0,4248.0,185700.0
8940.0,1120.0,122800.0
7540.0,5150.75,153400.0
5500.0,2090.0,131600.0
7350.0,1386.0,148100.0
4050.0,3663.0,162400.0
6900.0,4680.0,176600.0
20680.0,3328.80001,452600.0
5910.0,3600.0,206800.0
44431.0,4078.0,139000.0
9000.0,2042.40001,134000.0
7500.0,900.0,119100.0
8750.0,1614.0,134200.0
5650.0,910.0,129600.0
4450.0,3600.0,138000.0
7500.0,3456.0,209100.0
7500.0,1555.0,107300.0
7000.0,2932.80001,189200.0
6750.0,1676.00001,124500.0
6500.0,1386.0,127000.0
6050.0,1960.0,128300.0
4900.0,2520.0,190200.0
4000.0,1153.0,105000.0
6900.0,1738.0,124600.0
6850.0,2524.0,166700.0
8262.0,1015.0,122400.0
1872.0,900.0,87100.0
6600.0,1636.5,160400.0
8745.0,1664.0,140100.0
8160.0,2469.5,162300.0
8100.0,4185.25,139900.0
6300.0,864.0,96400.0
6960.0,4262.5,278100.0
7840.0,2230.0,148500.0
7500.0,4071.0,167800.0
8450.0,8484.0,182800.0
6375.0,1008.00001,104500.0
11100.0,2252.0,175600.0
5000.0,2760.0,162700.0
226948.0,27922.0,1796800.0
5800.0,4248.0,185700.0
6950.0,1536.0,146200.0
5900.0,1273.0,136200.0
12800.0,5736.0,269200.0
4835.0,1822.0,154700.0
5300.0,3723.0,172900.0
8050.0,3857.75,257500.0
7470.0,4419.0,189200.0
5000.0,3588.0,106100.0
10950.0,5982.0,259600.0
6713.0,3588.0,160000.0
6700.0,1933.60001,138600.0
7500.0,6512.0,286100.0
6966.0,2730.0,146500.0
43230.0,18430.0,1436800.0
4890.0,3608.0,232200.0
8690.0,3900.0,280000.0
7500.0,2716.0,151500.0
6370.0,2912.0,179500.0
5500.0,3500.0,193100.0
7500.0,2564.80001,251000.0
5000.0,3780.0,190600.0
9190.0,4410.0,222900.0
7750.0,4021.92,215800.0
7000.0,2932.80001,189200.0
7725.0,1350.0,117200.0
8730.0,3864.0,178500.0
8225.0,3457.5,164200.0
5450.0,3498.5,195000.0
7600.0,2600.0,169500.0
2430.0,3693.0,182600.0
7750.0,3169.0,178600.0
7000.0,3959.0,181500.0
6350.0,2537.0,190400.0
7500.0,942.0,125200.0
8720.0,3535.0,204200.0
11786.0,1509.3,41500.0
7627.0,1566.0,132100.0
9435.0,1271.0,117200.0
8405.0,975.0,122900.0
7775.0,3321.0,201400.0
6250.0,1342.25,125100.0
7160.0,3118.5,144900.0
4460.0,2902.0,144300.0
6500.0,1386.0,127000.0
9000.0,1090.0,142600.0
8112.0,2112.0,155900.0
10510.0,4187.25,263700.0
8700.0,4592.0,229000.0
5000.0,3636.0,175600.0
11180.0,9926.0,533800.0
7890.0,3870.0,216000.0
7000.0,4513.60002,188800.0
6250.0,1480.0,126000.0
6363.0,1068.0,119300.0
5000.0,3912.0,182600.0
15000.0,2655.0,167700.0
6480.0,2872.5,163000.0
5000.0,1008.00001,122100.0
10230.0,4448.0,107500.0
5000.0,1272.0,120600.0
10000.0,1500.0,159500.0
5450.0,898.0,81700.0
3928.0,3948.0,153000.0
13695.0,3957.25,278300.0
47550.0,2123.0,414700.0
13980.0,10055.52,532500.0
5500.0,2990.0,165100.0
6750.0,3810.5,169300.0
11360.0,1882.0,137900.0
7900.0,1652.80001,132300.0
6705.0,4068.0,132900.0
7130.0,2869.00001,175300.0
6272.0,2392.0,165700.0
7050.0,3090.0,168600.0
5900.0,1224.00001,99600.0
10000.0,2844.0,126400.0
6640.0,3879.0,66000.0
4000.0,1153.0,105000.0
6250.0,3439.5,173600.0
7650.0,3318.0,286500.0
7595.0,4038.0,285200.0
4950.0,1260.0,145200.0
11100.0,2492.0,158600.0
8040.0,899.0,138600.0
5530.0,1620.0,135000.0
17350.0,5273.0,250000.0
3400.0,2824.0,130100.0
7680.0,1024.0,138000.0
8940.0,1552.0,141800.0
1725.0,850.0,55200.0
4555.0,3525.0,56200.0
10287.0,900.0,116300.0
5500.0,1902.0,171900.0
7775.0,1152.0,124500.0
7500.0,2624.0,178200.0
11786.0,1509.3,41500.0
6800.0,3255.0,251700.0
9000.0,4042.5,209200.0
4806.0,1280.0,126200.0
5000.0,1041.60001,124000.0
5000.0,1191.40001,106200.0
7500.0,1457.0,176800.0
7750.0,3485.0,147000.0
16100.0,16048.0,575500.0
7672.0,1151.40001,130700.0
6040.0,3236.0,115400.0
6750.0,1195.20001,131400.0
3000.0,1300.0,104400.0
5000.0,1532.0,131900.0
6944.0,1043.0,127500.0
6210.0,1530.0,126800.0
8750.0,2373.20001,145800.0
7000.0,2684.0,238600.0
8500.0,1368.0,130200.0
10500.0,3762.0,198200.0
7675.0,2513.5,190700.0
6960.0,3440.75,285300.0
7500.0,2875.0,170800.0
6950.0,1536.0,146200.0
13980.0,10055.52,532500.0
7400.0,3963.0,159700.0
6860.0,1330.0,127200.0
6738.0,1350.0,85300.0
8940.0,900.0,117200.0
7500.0,3377.0,151300.0
7470.0,3600.0,163300.0
7500.0,900.0,116200.0
16800.0,3016.08,382000.0
3189.0,1404.0,141900.0
8300.0,1015.0,122500.0
9514.0,1834.5,157300.0
10590.0,1075.20001,109400.0
3750.0,2392.5,130100.0
6650.0,1350.0,132600.0
7500.0,2877.5,78800.0
5000.0,3875.0,206400.0
7500.0,3803.25,158200.0
3920.0,2979.0,60600.0
5000.0,1116.0,130400.0
44431.0,4078.0,139000.0
6450.0,3744.0,214100.0
7500.0,2161.0,120300.0
5500.0,1152.0,137600.0
13875.0,4417.5,352300.0
5436.0,3675.0,187200.0
6500.0,1282.0,140400.0
11100.0,2338.0,149300.0
7000.0,2743.20001,191600.0
7900.0,1652.80001,132300.0
5650.0,1056.0,137100.0
7250.0,2429.0,192500.0
3980.0,850.0,52800.0
6480.0,1904.0,142900.0
8225.0,2079.60001,139300.0
7500.0,2514.0,149600.0
5500.0,3432.0,189600.0
10050.0,3760.00001,381700.0
4275.0,2197.5,148500.0
12030.0,7195.5,277100.0
6750.0,4609.0,171400.0
18160.0,1769.0,511500.0
16100.0,16048.0,575500.0
7500.0,1180.0,118800.0
12600.0,15738.0,590000.0
7890.0,3870.0,216000.0
32395.0,18897.0,744900.0
4840.0,3861.0,185900.0
10800.0,3606.25,332800.0
7500.0,3880.25,172100.0
1990.0,2442.0,118700.0
24048.0,4250.38,629300.0
7750.0,3225.0,202300.0
15550.0,3678.0,103800.0
5830.0,2548.0,84770.0
9205.0,5547.0,66000.0
16800.0,5591.0,379400.0
5500.0,720.0,111400.0
7300.0,3234.80001,182300.0
7130.0,2666.0,178900.0
6800.0,4200.0,162000.0
5560.0,900.0,112900.0
7500.0,3354.0,167100.0
12875.0,1714.0,158700.0
5650.0,1384.0,158400.0
7150.0,3146.40001,205000.0
11484.0,3729.0,190600.0
7675.0,1521.0,129900.0
9514.0,1834.5,157300.0
14090.0,3391.5,192600.0
5750.0,3477.0,138300.0
7500.0,1348.0,132700.0
7550.0,1841.0,154500.0
8600.0,2896.0,209700.0
1692.0,850.0,60100.0
48647.0,5509.80002,676400.0
7400.0,1441.0,147700.0
7200.0,2477.5,233400.0
8175.0,4559.0,180200.0
5220.0,2656.0,221700.0
6720.0,3222.0,173100.0
5750.0,3804.0,130600.0
4150.0,3509.0,156300.0
5650.0,3648.75,78500.0
6895.0,3726.0,161700.0
6900.0,2571.25,171800.0
5320.0,4195.25,303200.0
7890.0,3870.0,216000.0
3840.0,3717.0,72100.0
4750.0,1392.0,111500.0
6350.0,2865.60001,198400.0
13281.0,2104.80001,154800.0
7160.0,3118.5,144900.0
11250.0,2906.0,232300.0
5520.0,1952.25,159400.0
7500.0,2586.0,195400.0
6060.0,2836.0,203100.0
5200.0,2706.0,84600.0
10500.0,900.0,118500.0
6370.0,1298.0,109000.0
10000.0,2224.0,55000.0
7195.0,3795.0,148500.0
10880.0,1896.0,169700.0
2930.0,1436.0,82100.0
10750.0,2222.5,111300.0
16580.0,1439.0,139700.0
16100.0,16048.0,575500.0
7800.0,1015.0,114700.0
156200.0,9438.57,850000.0
8050.0,3588.0,160600.0
6250.0,1486.0,127300.0
5500.0,1044.0,137300.0
4000.0,1153.0,105000.0
5300.0,1600.0,127500.0
4900.0,1040.20001,145700.0
8664.0,1006.0,135000.0
6750.0,4162.0,90600.0
5900.0,1273.0,136200.0
7500.0,1555.0,107300.0
7499.0,1421.0,131600.0
4920.0,3666.0,174300.0
7000.0,2997.60001,200800.0
7480.0,2800.80001,175300.0
3125.0,2835.0,73500.0
4265.0,1128.0,77200.0
7000.0,3726.0,188900.0
6440.0,2856.00001,180900.0
6068.0,900.0,129600.0
5780.0,900.0,124100.0
9000.0,2394.0,224600.0
7875.0,2732.0,199600.0
4920.0,3666.0,174300.0
5000.0,1330.0,99100.0
5500.0,1260.0,133900.0
8800.0,3927.0,195600.0
6250.0,3024.0,183400.0
5500.0,3196.0,164700.0
8540.0,2624.0,197300.0
6840.0,1479.0,152200.0
6840.0,2985.5,135100.0
6370.0,2912.0,179500.0
10500.0,900.0,118500.0
9440.0,1938.0,139600.0
3085.0,850.0,61300.0
7500.0,3714.0,185000.0
12625.0,4642.0,277700.0
10330.0,3714.0,126300.0
8405.0,975.0,122900.0
5750.0,3477.0,138300.0
7610.0,1626.0,136500.0
4570.0,1780.0,119200.0
5494.0,1384.0,114700.0
7680.0,1024.0,138000.0
15753.0,4954.00001,247000.0
6550.0,4110.75,226200.0
7155.0,1834.0,158600.0
5710.0,986.0,101400.0
4550.0,3744.0,173900.0
4060.0,3668.0,152100.0
6051.0,1706.0,167600.0
8515.0,1073.80001,82100.0
7775.0,1152.0,114200.0
6250.0,1039.0,122000.0
6480.0,1740.0,35800.0
6000.0,3666.0,151600.0
6533.0,2496.00001,208100.0
5030.0,2160.0,168200.0
6210.0,2254.0,139000.0
26617.0,4685.00001,541600.0
8940.0,1552.0,141800.0
5457.0,4275.0,179100.0
7600.0,3239.5,174400.0
9000.0,2950.0,166800.0
6250.0,3026.40001,215600.0
4672.0,2145.0,109000.0
7500.0,1348.0,133700.0
5900.0,1062.0,134200.0
8555.0,3960.75,345800.0
9259.0,2422.0,220500.0
9825.0,1326.0,96600.0
6475.0,2340.0,184700.0
5000.0,3875.0,206400.0
6738.0,1350.0,85000.0
6270.0,864.0,98300.0
6500.0,1386.0,127000.0
5045.0,1392.0,125100.0
6426.0,2243.5,155500.0
4950.0,1260.0,145200.0
7575.0,3726.0,145600.0
6023.0,3660.0,197400.0
5000.0,1330.0,99100.0
31650.0,1825.0,226300.0
8450.0,2022.0,114200.0
6250.0,4057.0,132100.0
5300.0,3594.0,154700.0
5500.0,2480.0,179300.0
11500.0,2865.60001,219000.0
8014.0,1630.0,143200.0
8045.0,6721.0,332100.0
8250.0,3968.75,142000.0
9385.0,3744.0,148700.0
10425.0,2482.0,90000.0
6840.0,2925.0,138000.0
2835.0,1962.0,108200.0
6500.0,1859.0,140500.0
9259.0,2422.0,220500.0
13980.0,10055.52,532500.0
9000.0,2610.0,151000.0
5000.0,3636.0,202000.0
8900.0,3888.0,152600.0
9000.0,1720.0,141600.0
6210.0,3435.0,175500.0
21600.0,3988.77,514600.0
6085.0,12346.0,528900.0
9000.0,2457.5,116800.0
10800.0,2965.0,224100.0
16000.0,4740.4,488700.0
5000.0,2445.0,86100.0
6210.0,1530.0,126800.0
7403.0,3912.0,165300.0
5710.0,2716.0,170600.0
187334.45313,48012.0,1915800.0
7865.0,1329.0,123000.0
7625.0,3983.0,241100.0
19315.0,2531.0,540000.0
6350.0,1350.0,148300.0
7701.0,1384.0,123100.0
7200.0,3429.0,147100.0
6200.0,3315.0,171200.0
6860.0,3542.0,152800.0
5830.0,2725.29,151900.0
7000.0,2620.0,153100.0
6450.0,2600.0,173100.0
4059.0,3341.5,132100.0
7500.0,3047.5,150600.0
8262.0,1015.0,122400.0
6800.0,3023.5,162100.0
5700.0,900.0,129100.0
6500.0,1050.00001,117700.0
5250.0,3492.0,158900.0
7500.0,3569.5,192700.0
5250.0,2185.0,113000.0
156200.0,9438.57,850000.0
6250.0,1322.0,121000.0
4420.0,2160.0,156500.0
7300.0,1303.0,144400.0
5500.0,1886.40001,131000.0
16610.0,23788.0,645700.0
6750.0,3745.0,171800.0
13600.0,3691.20002,194100.0
2500.0,3510.0,178600.0
6345.0,3951.0,129700.0
3840.0,3717.0,72100.0
3400.0,3672.0,174400.0
6350.0,3092.5,137700.0
12040.0,2885.0,199000.0
6780.0,2912.0,195000.0
10700.0,2600.0,122200.0
7627.0,1566.0,132100.0
3960.0,1477.80001,138800.0
6700.0,4200.0,160600.0
5250.0,768.0,120300.0
5300.0,3291.5,186700.0
38108.0,34659.0,463100.0
7292.0,1075.20001,128900.0
5000.0,3885.0,171900.0
5000.0,3927.0,192400.0
8000.0,988.0,115400.0
8540.0,2732.0,201700.0
88862.0,42426.0,2180000.0
7575.0,986.0,118300.0
13980.0,10055.52,532500.0
8040.0,899.0,138600.0
11100.0,3140.0,289000.0
8540.0,3426.55,155600.0
7700.0,3067.0,242700.0
6750.0,1380.0,126900.0
7000.0,3849.0,194200.0
7000.0,3888.0,163100.0
8550.0,2828.00001,220400.0
13275.0,1119.0,127900.0
61420.0,39634.0,1350300.0
7200.0,1516.0,142700.0
7750.0,2560.0,190800.0
4800.0,1600.0,143400.0
7200.0,4197.0,228500.0
7170.0,3736.75,108100.0
3400.0,2824.0,130100.0
7650.0,2240.0,180100.0
7500.0,3836.25,161900.0
12980.0,1930.0,166300.0
5750.0,3715.25,208400.0
6800.0,3240.0,162000.0
6850.0,1568.0,142800.0
6450.0,3146.40001,194800.0
7050.0,2577.5,169700.0
6540.0,2926.5,315500.0
7500.0,1559.25,126100.0
6250.0,3024.0,183400.0
7560.0,1305.0,126000.0
7250.0,3558.5,161800.0
3046.0,3747.0,109400.0
9516.0,4075.0,278500.0
